"sim_id","estimate_a0","true_cade_a0","diff_a0","estimate_a1","true_cade_a1","diff_a1"
102,5.46387094823319,7.0128950055576,-1.54902405732441,7.91801192379222,8.97959668515568,-1.06158476136345
103,5.92192718402913,7.0128950055576,-1.09096782152846,7.55085156444676,8.97959668515568,-1.42874512070891
104,6.05411149695306,7.0128950055576,-0.958783508604541,8.62892205166315,8.97959668515568,-0.350674633492524
105,6.02609391904179,7.0128950055576,-0.986801086515805,8.70314569865597,8.97959668515568,-0.276450986499704
106,6.34520353878984,7.0128950055576,-0.667691466767757,7.52761231036646,8.97959668515568,-1.45198437478922
107,5.15504523522836,7.0128950055576,-1.85784977032924,7.71442435572513,8.97959668515568,-1.26517232943054
108,6.34773011211768,7.0128950055576,-0.665164893439922,8.33134560075321,8.97959668515568,-0.648251084402462
109,5.33148232177187,7.0128950055576,-1.68141268378573,7.43831305678891,8.97959668515568,-1.54128362836676
110,6.37043587462783,7.0128950055576,-0.642459130929764,7.66196546906083,8.97959668515568,-1.31763121609485
111,6.24050161565835,7.0128950055576,-0.77239338989925,8.62491592357225,8.97959668515568,-0.354680761583429
112,5.92069766009992,7.0128950055576,-1.09219734545767,8.33225234070019,8.97959668515568,-0.647344344455488
113,6.39435608418274,7.0128950055576,-0.618538921374859,7.8135897301972,8.97959668515568,-1.16600695495847
114,6.2381164551539,7.0128950055576,-0.774778550403698,7.79026493307999,8.97959668515568,-1.18933175207569
115,5.50146773744544,7.0128950055576,-1.51142726811215,7.69899634847398,8.97959668515568,-1.2806003366817
116,5.75819920913331,7.0128950055576,-1.25469579642429,8.82371103431475,8.97959668515568,-0.155885650840922
117,5.98454930000285,7.0128950055576,-1.02834570555474,8.14522563282849,8.97959668515568,-0.834371052327189
118,6.10480171826675,7.0128950055576,-0.908093287290846,7.81966408022235,8.97959668515568,-1.15993260493333
119,5.61773844758372,7.0128950055576,-1.39515655797388,7.40779136447775,8.97959668515568,-1.57180532067793
120,5.60584111453936,7.0128950055576,-1.40705389101824,7.32684375993372,8.97959668515568,-1.65275292522196
121,5.81548993331991,7.0128950055576,-1.19740507223769,8.02234832740983,8.97959668515568,-0.957248357745847
122,6.26954490583156,7.0128950055576,-0.743350099726038,8.21218915347882,8.97959668515568,-0.767407531676856
123,5.39400841148605,7.0128950055576,-1.61888659407155,7.40190687593956,8.97959668515568,-1.57768980921612
124,6.40128718072398,7.0128950055576,-0.611607824833616,7.50395478500527,8.97959668515568,-1.47564190015041
125,6.42870015352828,7.0128950055576,-0.584194852029322,8.7100718357843,8.97959668515568,-0.269524849371372
126,6.37905823684108,7.0128950055576,-0.633836768716519,7.81200717008765,8.97959668515568,-1.16758951506803
127,6.4389332766671,7.0128950055576,-0.5739617288905,7.23557921544051,8.97959668515568,-1.74401746971517
128,5.67204597655906,7.0128950055576,-1.34084902899854,8.82408491289975,8.97959668515568,-0.155511772255926
129,5.85490138513771,7.0128950055576,-1.15799362041988,8.28290011666245,8.97959668515568,-0.696696568493227
130,6.24306128431682,7.0128950055576,-0.769833721240774,6.84745289908694,8.97959668515568,-2.13214378606874
131,7.10042309504727,7.0128950055576,0.0875280894896759,8.96287706790085,8.97959668515568,-0.0167196172548305
132,5.75901263398618,7.0128950055576,-1.25388237157142,6.64823298008084,8.97959668515568,-2.33136370507484
133,5.74993192680427,7.0128950055576,-1.26296307875333,7.98924034861545,8.97959668515568,-0.990356336540224
134,5.94413960997227,7.0128950055576,-1.06875539558533,8.1104394786198,8.97959668515568,-0.869157206535876
135,6.23661190642745,7.0128950055576,-0.77628309913015,7.43727502474193,8.97959668515568,-1.54232166041375
136,5.68094189954231,7.0128950055576,-1.33195310601528,7.88075468068758,8.97959668515568,-1.09884200446809
137,6.02685217921926,7.0128950055576,-0.986042826338337,7.68380982036867,8.97959668515568,-1.29578686478701
138,6.39503703841631,7.0128950055576,-0.617857967141286,7.95768283402524,8.97959668515568,-1.02191385113043
139,6.8179946470996,7.0128950055576,-0.194900358457998,7.06283564642318,8.97959668515568,-1.91676103873249
140,4.76523091224084,7.0128950055576,-2.24766409331676,7.21759806114403,8.97959668515568,-1.76199862401164
141,5.9398012393087,7.0128950055576,-1.07309376624889,8.22251765465272,8.97959668515568,-0.757079030502961
142,5.69564893163761,7.0128950055576,-1.31724607391999,8.06963162308194,8.97959668515568,-0.909965062073736
143,6.02953339399494,7.0128950055576,-0.98336161156266,7.72952711422918,8.97959668515568,-1.2500695709265
144,6.13210007118557,7.0128950055576,-0.88079493437203,7.82363458007652,8.97959668515568,-1.15596210507915
145,6.17735061246726,7.0128950055576,-0.83554439309034,7.41717905985602,8.97959668515568,-1.56241762529966
146,6.12511572809972,7.0128950055576,-0.887779277457883,7.743226838784,8.97959668515568,-1.23636984637168
147,5.72118158657482,7.0128950055576,-1.29171341898278,8.07489502680697,8.97959668515568,-0.904701658348708
148,5.89216407996668,7.0128950055576,-1.12073092559092,7.88146747992869,8.97959668515568,-1.09812920522699
149,5.88195565837666,7.0128950055576,-1.13093934718094,7.78928575211018,8.97959668515568,-1.1903109330455
150,5.58718419586195,7.0128950055576,-1.42571080969565,7.60002573351761,8.97959668515568,-1.37957095163806
151,5.02938278684381,7.0128950055576,-1.98351221871379,8.8456700554494,8.97959668515568,-0.133926629706275
152,6.22269208332126,7.0128950055576,-0.79020292223634,8.98368391033243,8.97959668515568,0.00408722517674853
153,6.16069759455072,7.0128950055576,-0.852197411006874,8.22512244551853,8.97959668515568,-0.754474239637149
154,5.93842817688804,7.0128950055576,-1.07446682866956,7.45000284721506,8.97959668515568,-1.52959383794062
155,5.8499720192461,7.0128950055576,-1.16292298631149,7.3422167378557,8.97959668515568,-1.63737994729998
156,6.57959739915211,7.0128950055576,-0.433297606405489,8.1937365344119,8.97959668515568,-0.785860150743781
157,5.69180963992214,7.0128950055576,-1.32108536563546,7.1249694632952,8.97959668515568,-1.85462722186047
158,6.13758591104924,7.0128950055576,-0.875309094508358,7.6971017542598,8.97959668515568,-1.28249493089588
159,5.49838569742595,7.0128950055576,-1.51450930813165,7.93755557315121,8.97959668515568,-1.04204111200446
160,4.92554996094378,7.0128950055576,-2.08734504461382,7.9501571665637,8.97959668515568,-1.02943951859198
161,6.28919996264617,7.0128950055576,-0.723695042911432,8.22889980982463,8.97959668515568,-0.750696875331046
162,5.95860199385062,7.0128950055576,-1.05429301170698,7.68556213332663,8.97959668515568,-1.29403455182905
163,5.62734915615569,7.0128950055576,-1.38554584940191,7.58482878955795,8.97959668515568,-1.39476789559773
164,5.77117890487243,7.0128950055576,-1.24171610068517,8.00225048587111,8.97959668515568,-0.97734619928457
165,5.65003658127493,7.0128950055576,-1.36285842428267,8.00318624032338,8.97959668515568,-0.976410444832299
166,6.31543661421984,7.0128950055576,-0.697458391337762,7.54785489694389,8.97959668515568,-1.43174178821179
167,5.44906440793737,7.0128950055576,-1.56383059762023,9.27763178425693,8.97959668515568,0.298035099101254
168,5.66452114057993,7.0128950055576,-1.34837386497767,8.22681933621971,8.97959668515568,-0.752777348935963
169,5.52325188931589,7.0128950055576,-1.48964311624171,7.70874154132127,8.97959668515568,-1.27085514383441
170,6.27709440733041,7.0128950055576,-0.735800598227186,7.67369037190167,8.97959668515568,-1.30590631325401
171,5.62556969337359,7.0128950055576,-1.38732531218401,8.32617444501799,8.97959668515568,-0.653422240137687
172,6.08097978038485,7.0128950055576,-0.93191522517275,7.12330330763481,8.97959668515568,-1.85629337752087
173,6.05613545899206,7.0128950055576,-0.956759546565534,7.8678770451298,8.97959668515568,-1.11171964002587
174,5.8735188458694,7.0128950055576,-1.1393761596882,8.0986724508099,8.97959668515568,-0.880924234345775
175,5.7850401693806,7.0128950055576,-1.22785483617699,7.94339354053995,8.97959668515568,-1.03620314461573
176,6.62661593563667,7.0128950055576,-0.386279069920927,8.03033163948202,8.97959668515568,-0.949265045673657
177,6.45232795972238,7.0128950055576,-0.560567045835214,8.71731980976286,8.97959668515568,-0.262276875392814
178,5.13662411797268,7.0128950055576,-1.87627088758492,8.92972926772452,8.97959668515568,-0.0498674174311606
179,5.89050246478713,7.0128950055576,-1.12239254077047,7.97340155210524,8.97959668515568,-1.00619513305044
180,6.24044670750425,7.0128950055576,-0.772448298053352,6.94100911514402,8.97959668515568,-2.03858757001166
181,5.84720033484595,7.0128950055576,-1.16569467071164,8.28882493432104,8.97959668515568,-0.69077175083464
182,6.16155343255482,7.0128950055576,-0.851341573002775,8.52916466407247,8.97959668515568,-0.450432021083209
183,6.11607043171115,7.0128950055576,-0.896824573846453,7.18223632816042,8.97959668515568,-1.79736035699526
184,6.88994844400365,7.0128950055576,-0.122946561553952,8.79274398779505,8.97959668515568,-0.186852697360624
185,5.47848375085106,7.0128950055576,-1.53441125470654,8.1642971314573,8.97959668515568,-0.815299553698376
186,5.55139282856656,7.0128950055576,-1.46150217699103,7.9997987515026,8.97959668515568,-0.97979793365308
187,6.10178162930085,7.0128950055576,-0.911113376256748,7.82150504981735,8.97959668515568,-1.15809163533832
188,5.53257501289463,7.0128950055576,-1.48031999266297,8.42032736010235,8.97959668515568,-0.559269325053327
189,6.76706133487575,7.0128950055576,-0.245833670681848,8.14785547573933,8.97959668515568,-0.83174120941635
190,6.55075873030652,7.0128950055576,-0.462136275251074,8.95221569236443,8.97959668515568,-0.0273809927912474
191,5.69001719435035,7.0128950055576,-1.32287781120725,8.43467902111463,8.97959668515568,-0.544917664041042
192,5.54354720813911,7.0128950055576,-1.46934779741849,7.12649891203629,8.97959668515568,-1.85309777311939
193,6.12974161310689,7.0128950055576,-0.883153392450707,7.9514944270091,8.97959668515568,-1.02810225814658
194,6.07237168813878,7.0128950055576,-0.940523317418819,7.20298277337058,8.97959668515568,-1.77661391178509
195,5.51467169796881,7.0128950055576,-1.49822330758879,8.31307375764249,8.97959668515568,-0.666522927513183
196,6.18071824835003,7.0128950055576,-0.832176757207565,7.60938754832409,8.97959668515568,-1.37020913683159
197,6.38072680160241,7.0128950055576,-0.632168203955187,7.66220385283778,8.97959668515568,-1.31739283231789
198,5.5547369887048,7.0128950055576,-1.4581580168528,6.83249019965158,8.97959668515568,-2.1471064855041
199,5.29271096768268,7.0128950055576,-1.72018403787492,8.51838166222432,8.97959668515568,-0.461215022931352
200,5.77204366066262,7.0128950055576,-1.24085134489498,7.55319938489593,8.97959668515568,-1.42639730025975
201,5.78478862598384,7.0128950055576,-1.22810637957376,7.30565371408546,8.97959668515568,-1.67394297107022
202,5.7993911627786,7.0128950055576,-1.213503842779,8.47008486058025,8.97959668515568,-0.509511824575423
203,6.75307801299363,7.0128950055576,-0.25981699256397,8.58064084435887,8.97959668515568,-0.398955840796804
204,6.55988434601995,7.0128950055576,-0.453010659537652,7.51791086380655,8.97959668515568,-1.46168582134913
205,5.64492880352087,7.0128950055576,-1.36796620203672,7.74276443888643,8.97959668515568,-1.23683224626924
206,6.35498745143518,7.0128950055576,-0.657907554122421,8.33926801584522,8.97959668515568,-0.64032866931046
207,6.87758665072438,7.0128950055576,-0.135308354833217,7.9203030167011,8.97959668515568,-1.05929366845457
208,5.05940584211571,7.0128950055576,-1.95348916344189,7.34994169095607,8.97959668515568,-1.6296549941996
209,6.44042887807329,7.0128950055576,-0.572466127484307,7.27522528559615,8.97959668515568,-1.70437139955953
210,6.03701552470769,7.0128950055576,-0.975879480849905,8.06151461731911,8.97959668515568,-0.918082067836568
211,6.42200769718436,7.0128950055576,-0.590887308373239,8.39798465767737,8.97959668515568,-0.581612027478306
212,6.09051288820318,7.0128950055576,-0.922382117354422,8.07982790653458,8.97959668515568,-0.899768778621098
213,5.68805928844766,7.0128950055576,-1.32483571710994,7.50362864644032,8.97959668515568,-1.47596803871536
214,6.14563476146255,7.0128950055576,-0.867260244095052,9.02788633762262,8.97959668515568,0.0482896524669467
215,5.38039873313636,7.0128950055576,-1.63249627242124,8.42382937444674,8.97959668515568,-0.555767310708941
216,5.71543524459275,7.0128950055576,-1.29745976096485,7.83744099400724,8.97959668515568,-1.14215569114843
217,5.74268633320197,7.0128950055576,-1.27020867235563,7.91286756527436,8.97959668515568,-1.06672911988131
218,6.41460089926317,7.0128950055576,-0.59829410629443,7.78180088031892,8.97959668515568,-1.19779580483676
219,5.47371481815538,7.0128950055576,-1.53918018740221,7.92429313495798,8.97959668515568,-1.0553035501977
220,5.26565507843318,7.0128950055576,-1.74723992712442,8.23231669194987,8.97959668515568,-0.747279993205808
221,6.34484820732377,7.0128950055576,-0.668046798233831,8.87380346966835,8.97959668515568,-0.105793215487324
222,6.48307872064857,7.0128950055576,-0.529816284909024,8.43309264954167,8.97959668515568,-0.546504035614007
223,5.93163036940054,7.0128950055576,-1.08126463615706,7.59203859373597,8.97959668515568,-1.38755809141971
224,5.44483568402772,7.0128950055576,-1.56805932152988,9.14719995751864,8.97959668515568,0.167603272362962
225,5.35832896309953,7.0128950055576,-1.65456604245807,6.92254107305767,8.97959668515568,-2.05705561209801
226,6.44493995549336,7.0128950055576,-0.567955050064242,7.6848006359585,8.97959668515568,-1.29479604919718
227,6.04584187281616,7.0128950055576,-0.967053132741438,7.00617464779065,8.97959668515568,-1.97342203736503
228,6.03783138372023,7.0128950055576,-0.975063621837372,7.89855283253557,8.97959668515568,-1.08104385262011
229,5.70882121586397,7.0128950055576,-1.30407378969363,7.03089663835254,8.97959668515568,-1.94870004680314
230,6.75312402106163,7.0128950055576,-0.259770984495971,9.0554201383022,8.97959668515568,0.0758234531465174
231,6.43406215912572,7.0128950055576,-0.578832846431875,8.54934340852992,8.97959668515568,-0.430253276625757
232,5.26065105040146,7.0128950055576,-1.75224395515614,8.80226575212458,8.97959668515568,-0.177330933031099
233,6.26740511481057,7.0128950055576,-0.745489890747025,7.63692389180924,8.97959668515568,-1.34267279334644
234,5.28508370031806,7.0128950055576,-1.72781130523953,9.62698917510626,8.97959668515568,0.64739248995058
235,6.12327197061442,7.0128950055576,-0.889623034943182,8.18031407287827,8.97959668515568,-0.799282612277405
236,5.87405561784343,7.0128950055576,-1.13883938771417,8.00356904764437,8.97959668515568,-0.97602763751131
237,5.74725075521503,7.0128950055576,-1.26564425034257,8.89538901552383,8.97959668515568,-0.0842076696318426
238,5.99755972350574,7.0128950055576,-1.01533528205186,8.10678285330412,8.97959668515568,-0.872813831851559
239,5.82905143325809,7.0128950055576,-1.18384357229951,7.63793536235095,8.97959668515568,-1.34166132280472
240,5.78804887355296,7.0128950055576,-1.22484613200463,7.22423498583412,8.97959668515568,-1.75536169932155
241,6.8256017228418,7.0128950055576,-0.187293282715793,8.23488630536007,8.97959668515568,-0.74471037979561
242,5.51661018584103,7.0128950055576,-1.49628481971657,8.38037793661703,8.97959668515568,-0.599218748538645
243,6.75087598816882,7.0128950055576,-0.262019017388781,8.3693713632569,8.97959668515568,-0.610225321898779
244,5.62777989910628,7.0128950055576,-1.38511510645131,7.03012582032871,8.97959668515568,-1.94947086482696
245,5.81195824533869,7.0128950055576,-1.20093676021891,8.10430807266164,8.97959668515568,-0.875288612494037
246,5.50611599510245,7.0128950055576,-1.50677901045514,7.71515095057775,8.97959668515568,-1.26444573457793
247,5.71568342313152,7.0128950055576,-1.29721158242608,7.33133213042146,8.97959668515568,-1.64826455473422
248,5.4890060228766,7.0128950055576,-1.523888982681,7.23599903095907,8.97959668515568,-1.74359765419661
249,6.84603148235341,7.0128950055576,-0.166863523204192,8.23605512787651,8.97959668515568,-0.743541557279169
250,6.69429927215379,7.0128950055576,-0.318595733403805,7.79007556614239,8.97959668515568,-1.18952111901328
251,5.85449151959799,7.0128950055576,-1.15840348595961,7.96054948686128,8.97959668515568,-1.01904719829439
252,5.9741653564387,7.0128950055576,-1.03872964911889,7.1903899128891,8.97959668515568,-1.78920677226657
253,6.7966532854872,7.0128950055576,-0.216241720070396,6.9464234313196,8.97959668515568,-2.03317325383608
254,6.33431849331116,7.0128950055576,-0.678576512246443,7.74435634935598,8.97959668515568,-1.2352403357997
255,6.78474587274464,7.0128950055576,-0.228149132812956,7.93346701141139,8.97959668515568,-1.04612967374429
256,5.93899313845732,7.0128950055576,-1.07390186710028,8.37846628730954,8.97959668515568,-0.60113039784614
257,5.42386844995775,7.0128950055576,-1.58902655559985,9.1913708498503,8.97959668515568,0.211774164694626
258,6.53925237008113,7.0128950055576,-0.473642635476463,7.90492552137484,8.97959668515568,-1.07467116378083
259,5.96843385240442,7.0128950055576,-1.04446115315318,7.20387571099075,8.97959668515568,-1.77572097416493
260,5.72392885967716,7.0128950055576,-1.28896614588044,7.59834928819966,8.97959668515568,-1.38124739695602
261,6.08400719088722,7.0128950055576,-0.92888781467038,8.54122544771898,8.97959668515568,-0.4383712374367
262,6.04238608028423,7.0128950055576,-0.97050892527337,8.59423880202969,8.97959668515568,-0.385357883125984
263,5.94291084805822,7.0128950055576,-1.06998415749937,9.00064198518108,8.97959668515568,0.0210453000253992
264,6.38009485005862,7.0128950055576,-0.632800155498975,7.06999531696108,8.97959668515568,-1.9096013681946
265,6.46740669035622,7.0128950055576,-0.545488315201379,7.92659395657695,8.97959668515568,-1.05300272857872
266,6.18576274128564,7.0128950055576,-0.827132264271958,8.44767364053385,8.97959668515568,-0.531923044621823
